Paróquia;Forania;Endereço;Telefone;E-mail;Tipo;Dia da Semana;Horário;Observações;URL
PARÓQUIA MARIA AUXILIADORA DOS CRISTÃOS;Norte;Rua Adriano Metello, 472 - Bairro Coronel Antonino - CEP 79013-030 - Campo Grande - MS;(67) 3029-7414;mariaauxiliadoracg2020@gmail.com;Missa;Domingo;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-auxiliadora-dos-cristaos/
PARÓQUIA MARIA AUXILIADORA DOS CRISTÃOS;Norte;Rua Adriano Metello, 472 - Bairro Coronel Antonino - CEP 79013-030 - Campo Grande - MS;(67) 3029-7414;mariaauxiliadoracg2020@gmail.com;Missa;Quinta-feira;19:00;Das 08 às 18h00 Adoração Eucarística, seguido da Santa Missa;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-auxiliadora-dos-cristaos/
PARÓQUIA MARIA AUXILIADORA DOS CRISTÃOS;Norte;Rua Adriano Metello, 472 - Bairro Coronel Antonino - CEP 79013-030 - Campo Grande - MS;(67) 3029-7414;mariaauxiliadoracg2020@gmail.com;Missa;1º Sexta-feira do Mês;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-auxiliadora-dos-cristaos/
PARÓQUIA MARIA AUXILIADORA DOS CRISTÃOS;Norte;Rua Adriano Metello, 472 - Bairro Coronel Antonino - CEP 79013-030 - Campo Grande - MS;(67) 3029-7414;mariaauxiliadoracg2020@gmail.com;Missa;Dia 24 de cada mês;06:00;Missa votiva de N. Sra. Auxiliadora;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-auxiliadora-dos-cristaos/
PARÓQUIA MARIA MÃE DA IGREJA;Sudoeste;Rua Felipe Calarge, 723 - Bairro Vila Jussara - CEP 79092-080;(67)3204-1969;p.mariamaedaigreja@gmail.com;Missa;Domingo;07:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-mae-da-igreja/
PARÓQUIA MARIA MÃE DA IGREJA;Sudoeste;Rua Felipe Calarge, 723 - Bairro Vila Jussara - CEP 79092-080;(67)3204-1969;p.mariamaedaigreja@gmail.com;Missa;Domingo;10:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-mae-da-igreja/
PARÓQUIA MARIA MÃE DA IGREJA;Sudoeste;Rua Felipe Calarge, 723 - Bairro Vila Jussara - CEP 79092-080;(67)3204-1969;p.mariamaedaigreja@gmail.com;Missa;Domingo;18:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-mae-da-igreja/
PARÓQUIA MARIA MÃE DA IGREJA;Sudoeste;Rua Felipe Calarge, 723 - Bairro Vila Jussara - CEP 79092-080;(67)3204-1969;p.mariamaedaigreja@gmail.com;Missa;Segunda-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-mae-da-igreja/
PARÓQUIA MARIA MÃE DA IGREJA;Sudoeste;Rua Felipe Calarge, 723 - Bairro Vila Jussara - CEP 79092-080;(67)3204-1969;p.mariamaedaigreja@gmail.com;Missa;Terça-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-mae-da-igreja/
PARÓQUIA MARIA MÃE DA IGREJA;Sudoeste;Rua Felipe Calarge, 723 - Bairro Vila Jussara - CEP 79092-080;(67)3204-1969;p.mariamaedaigreja@gmail.com;Missa;Quarta-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-mae-da-igreja/
PARÓQUIA MARIA MÃE DA IGREJA;Sudoeste;Rua Felipe Calarge, 723 - Bairro Vila Jussara - CEP 79092-080;(67)3204-1969;p.mariamaedaigreja@gmail.com;Missa;Quinta-feira;18:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-mae-da-igreja/
PARÓQUIA MARIA MÃE DA IGREJA;Sudoeste;Rua Felipe Calarge, 723 - Bairro Vila Jussara - CEP 79092-080;(67)3204-1969;p.mariamaedaigreja@gmail.com;Missa;Quinta-feira;19:00;Adoração ao Santíssimo Sacramento;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-mae-da-igreja/
PARÓQUIA MARIA MÃE DA IGREJA;Sudoeste;Rua Felipe Calarge, 723 - Bairro Vila Jussara - CEP 79092-080;(67)3204-1969;p.mariamaedaigreja@gmail.com;Missa;Sexta-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-mae-da-igreja/
PARÓQUIA MARIA MÃE DA IGREJA;Sudoeste;Rua Felipe Calarge, 723 - Bairro Vila Jussara - CEP 79092-080;(67)3204-1969;p.mariamaedaigreja@gmail.com;Missa;Sábado;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-mae-da-igreja/
PARÓQUIA MARIA MEDIANEIRA DAS GRAÇAS;Oeste;Av. José Pereira, 372 - Bairro Vila Popular - CEP 79106-532 - Campo Grande - MS;(67) 3363-7902;paroquiamariamedianeira@gmail.com;Missa;Domingo;07:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-medianeira-das-gracas/
PARÓQUIA MARIA MEDIANEIRA DAS GRAÇAS;Oeste;Av. José Pereira, 372 - Bairro Vila Popular - CEP 79106-532 - Campo Grande - MS;(67) 3363-7902;paroquiamariamedianeira@gmail.com;Missa;Segunda-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-medianeira-das-gracas/
PARÓQUIA MARIA MEDIANEIRA DAS GRAÇAS;Oeste;Av. José Pereira, 372 - Bairro Vila Popular - CEP 79106-532 - Campo Grande - MS;(67) 3363-7902;paroquiamariamedianeira@gmail.com;Missa;Terça-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-medianeira-das-gracas/
PARÓQUIA MARIA MEDIANEIRA DAS GRAÇAS;Oeste;Av. José Pereira, 372 - Bairro Vila Popular - CEP 79106-532 - Campo Grande - MS;(67) 3363-7902;paroquiamariamedianeira@gmail.com;Missa;Quarta-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-medianeira-das-gracas/
PARÓQUIA MARIA MEDIANEIRA DAS GRAÇAS;Oeste;Av. José Pereira, 372 - Bairro Vila Popular - CEP 79106-532 - Campo Grande - MS;(67) 3363-7902;paroquiamariamedianeira@gmail.com;Missa;Quinta-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-medianeira-das-gracas/
PARÓQUIA MARIA MEDIANEIRA DAS GRAÇAS;Oeste;Av. José Pereira, 372 - Bairro Vila Popular - CEP 79106-532 - Campo Grande - MS;(67) 3363-7902;paroquiamariamedianeira@gmail.com;Missa;Sexta-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-medianeira-das-gracas/
PARÓQUIA MARIA MEDIANEIRA DAS GRAÇAS;Oeste;Av. José Pereira, 372 - Bairro Vila Popular - CEP 79106-532 - Campo Grande - MS;(67) 3363-7902;paroquiamariamedianeira@gmail.com;Missa;Sábado;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-maria-medianeira-das-gracas/
PARÓQUIA NOSSA SENHORA APARECIDA DAS MORENINHAS;Sul;Rua Minas Novas, 550 - Vila Cidade Morena - CEP 79064-370;(67) 3393-1428;paroquiamorena@hotmail.com;Missa;Domingo;08:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-aparecida-das-moreninhas/
PARÓQUIA NOSSA SENHORA APARECIDA DAS MORENINHAS;Sul;Rua Minas Novas, 550 - Vila Cidade Morena - CEP 79064-370;(67) 3393-1428;paroquiamorena@hotmail.com;Missa;Terça-feira;19:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-aparecida-das-moreninhas/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Domingo;06:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Domingo;08:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Domingo;10:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Domingo;17:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Domingo;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Sábado;11:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Sábado;18:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Segunda-feira;05:40;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Segunda-feira;11:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Segunda-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Terça-feira;05:40;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Terça-feira;11:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Terça-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Quarta-feira;05:40;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Quarta-feira;11:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Quarta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Quinta-feira;05:40;Início às 05h40;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Quinta-feira;11:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Quinta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Sexta-feira;05:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Sexta-feira;11:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Sexta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Sábado;11:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA AUXILIADORA;Oeste;Rua Manoel Ferreira, 171 - Bairro Santo Antônio - CEP 79100-330;;secretaria.pnsa-cg@missaosalesiana.org.br;Missa;Sábado;18:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-auxiliadora/
PARÓQUIA NOSSA SENHORA DA ABADIA – SIDROLÂNDIA;Rural;Rua Sergipe, 240 - Bairro Centro - CEP 79170-000;(67) 3272-1439;pnsabadiasidrolandia@gmail.com;Missa;Domingo;07:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-abadia-sidrolandia/
PARÓQUIA NOSSA SENHORA DA ABADIA – SIDROLÂNDIA;Rural;Rua Sergipe, 240 - Bairro Centro - CEP 79170-000;(67) 3272-1439;pnsabadiasidrolandia@gmail.com;Missa;Domingo;10:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-abadia-sidrolandia/
PARÓQUIA NOSSA SENHORA DA ABADIA – SIDROLÂNDIA;Rural;Rua Sergipe, 240 - Bairro Centro - CEP 79170-000;(67) 3272-1439;pnsabadiasidrolandia@gmail.com;Missa;Quarta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-abadia-sidrolandia/
PARÓQUIA NOSSA SENHORA DA ABADIA – SIDROLÂNDIA;Rural;Rua Sergipe, 240 - Bairro Centro - CEP 79170-000;(67) 3272-1439;pnsabadiasidrolandia@gmail.com;Missa;Quarta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-abadia-sidrolandia/
PARÓQUIA NOSSA SENHORA DA ABADIA – SIDROLÂNDIA;Rural;Rua Sergipe, 240 - Bairro Centro - CEP 79170-000;(67) 3272-1439;pnsabadiasidrolandia@gmail.com;Missa;1º Sexta-feira do Mês;06:00;Sagrado Coração de Jesus;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-abadia-sidrolandia/
PARÓQUIA NOSSA SENHORA DA CONCEIÇÃO APARECIDA;Oeste;Av. Tamandaré, 612 - Bairro Vila Planalto - CEP 79009-790 - Campo Grande - MS;(67) 3317-4968;pnsca@terra.com.br;Missa;Domingo;08:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-conceicao-aparecida/
PARÓQUIA NOSSA SENHORA DA CONCEIÇÃO APARECIDA;Oeste;Av. Tamandaré, 612 - Bairro Vila Planalto - CEP 79009-790 - Campo Grande - MS;(67) 3317-4968;pnsca@terra.com.br;Missa;Domingo;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-conceicao-aparecida/
PARÓQUIA NOSSA SENHORA DA CONCEIÇÃO APARECIDA;Oeste;Av. Tamandaré, 612 - Bairro Vila Planalto - CEP 79009-790 - Campo Grande - MS;(67) 3317-4968;pnsca@terra.com.br;Missa;Terça-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-conceicao-aparecida/
PARÓQUIA NOSSA SENHORA DA CONCEIÇÃO APARECIDA;Oeste;Av. Tamandaré, 612 - Bairro Vila Planalto - CEP 79009-790 - Campo Grande - MS;(67) 3317-4968;pnsca@terra.com.br;Missa;Quarta-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-conceicao-aparecida/
PARÓQUIA NOSSA SENHORA DA CONCEIÇÃO APARECIDA;Oeste;Av. Tamandaré, 612 - Bairro Vila Planalto - CEP 79009-790 - Campo Grande - MS;(67) 3317-4968;pnsca@terra.com.br;Missa;Quinta-feira;06:00;19:00 - Novena;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-conceicao-aparecida/
PARÓQUIA NOSSA SENHORA DA CONCEIÇÃO APARECIDA;Oeste;Av. Tamandaré, 612 - Bairro Vila Planalto - CEP 79009-790 - Campo Grande - MS;(67) 3317-4968;pnsca@terra.com.br;Missa;Sexta-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-conceicao-aparecida/
PARÓQUIA NOSSA SENHORA DA CONCEIÇÃO APARECIDA;Oeste;Av. Tamandaré, 612 - Bairro Vila Planalto - CEP 79009-790 - Campo Grande - MS;(67) 3317-4968;pnsca@terra.com.br;Missa;Sábado;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-conceicao-aparecida/
PARÓQUIA NOSSA SENHORA DA CONCEIÇÃO APARECIDA – MUNICÍPIO DE BANDEIRANTES;Rural;Rua Francisco Antonio de Souza, 1200 - Centro - CEP 79430-000 - Município de Bandeirantes / MS;;paroquiasantuario@gmail.com;Missa;Domingo;07:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-conceicao-aparecida-municipio-de-bandeirantes/
PARÓQUIA NOSSA SENHORA DA CONCEIÇÃO APARECIDA – MUNICÍPIO DE BANDEIRANTES;Rural;Rua Francisco Antonio de Souza, 1200 - Centro - CEP 79430-000 - Município de Bandeirantes / MS;;paroquiasantuario@gmail.com;Missa;Domingo;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-conceicao-aparecida-municipio-de-bandeirantes/
PARÓQUIA NOSSA SENHORA DA CONCEIÇÃO APARECIDA – MUNICÍPIO DE BANDEIRANTES;Rural;Rua Francisco Antonio de Souza, 1200 - Centro - CEP 79430-000 - Município de Bandeirantes / MS;;paroquiasantuario@gmail.com;Missa;Sábado;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-conceicao-aparecida-municipio-de-bandeirantes/
PARÓQUIA NOSSA SENHORA DA CONCEIÇÃO APARECIDA – MUNICÍPIO DE BANDEIRANTES;Rural;Rua Francisco Antonio de Souza, 1200 - Centro - CEP 79430-000 - Município de Bandeirantes / MS;;paroquiasantuario@gmail.com;Missa;Quinta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-conceicao-aparecida-municipio-de-bandeirantes/
PARÓQUIA NOSSA SENHORA DA CONCEIÇÃO APARECIDA – MUNICÍPIO DE BANDEIRANTES;Rural;Rua Francisco Antonio de Souza, 1200 - Centro - CEP 79430-000 - Município de Bandeirantes / MS;;paroquiasantuario@gmail.com;Missa;1º Sexta-feira do Mês;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-conceicao-aparecida-municipio-de-bandeirantes/
PARÓQUIA NOSSA SENHORA DA GUIA;Sul;Rua Cabrália Paulista, 269 - Bairro Centenário - CEP 79076-010;;paroquiansguia@hotmail.com;Missa;Domingo;09:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-guia/
PARÓQUIA NOSSA SENHORA DA GUIA;Sul;Rua Cabrália Paulista, 269 - Bairro Centenário - CEP 79076-010;;paroquiansguia@hotmail.com;Missa;Domingo;18:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-guia/
PARÓQUIA NOSSA SENHORA DA GUIA;Sul;Rua Cabrália Paulista, 269 - Bairro Centenário - CEP 79076-010;;paroquiansguia@hotmail.com;Missa;Quarta-feira;19:00;Novena;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-guia/
PARÓQUIA NOSSA SENHORA DA GUIA;Sul;Rua Cabrália Paulista, 269 - Bairro Centenário - CEP 79076-010;;paroquiansguia@hotmail.com;Missa;Quinta-feira;19:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-guia/
PARÓQUIA NOSSA SENHORA DA GUIA;Sul;Rua Cabrália Paulista, 269 - Bairro Centenário - CEP 79076-010;;paroquiansguia@hotmail.com;Missa;Último  Sábado do Mês;19:30;Missa com  a Juventude;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-da-guia/
PARÓQUIA NOSSA SENHORA DAS GRAÇAS;Norte;Rua Henrique Barbosa Martins, 829 - Bairro Nova Lima - CEP 79017-070;(67) 3317-8952;pnsg_cg@hotmail.com;Missa;Domingo;07:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-das-gracas/
PARÓQUIA NOSSA SENHORA DAS GRAÇAS;Norte;Rua Henrique Barbosa Martins, 829 - Bairro Nova Lima - CEP 79017-070;(67) 3317-8952;pnsg_cg@hotmail.com;Missa;Domingo;19:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-das-gracas/
PARÓQUIA NOSSA SENHORA DAS GRAÇAS;Norte;Rua Henrique Barbosa Martins, 829 - Bairro Nova Lima - CEP 79017-070;(67) 3317-8952;pnsg_cg@hotmail.com;Missa;Quarta-feira;19:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-das-gracas/
PARÓQUIA NOSSA SENHORA DE FÁTIMA;Leste;Rua Frei Gregório, 537 - Bairro Monte Líbano - CEP 79004-580;(67) 3317-4972;paroquiadefatimacgr@yahoo.com.br;Missa;Domingo;07:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-de-fatima/
PARÓQUIA NOSSA SENHORA DE FÁTIMA;Leste;Rua Frei Gregório, 537 - Bairro Monte Líbano - CEP 79004-580;(67) 3317-4972;paroquiadefatimacgr@yahoo.com.br;Missa;Domingo;08:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-de-fatima/
PARÓQUIA NOSSA SENHORA DE FÁTIMA;Leste;Rua Frei Gregório, 537 - Bairro Monte Líbano - CEP 79004-580;(67) 3317-4972;paroquiadefatimacgr@yahoo.com.br;Missa;Domingo;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-de-fatima/
PARÓQUIA NOSSA SENHORA DE FÁTIMA;Leste;Rua Frei Gregório, 537 - Bairro Monte Líbano - CEP 79004-580;(67) 3317-4972;paroquiadefatimacgr@yahoo.com.br;Missa;Terça-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-de-fatima/
PARÓQUIA NOSSA SENHORA DE FÁTIMA;Leste;Rua Frei Gregório, 537 - Bairro Monte Líbano - CEP 79004-580;(67) 3317-4972;paroquiadefatimacgr@yahoo.com.br;Missa;Quarta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-de-fatima/
PARÓQUIA NOSSA SENHORA DE FÁTIMA;Leste;Rua Frei Gregório, 537 - Bairro Monte Líbano - CEP 79004-580;(67) 3317-4972;paroquiadefatimacgr@yahoo.com.br;Missa;Quinta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-de-fatima/
PARÓQUIA NOSSA SENHORA DE FÁTIMA;Leste;Rua Frei Gregório, 537 - Bairro Monte Líbano - CEP 79004-580;(67) 3317-4972;paroquiadefatimacgr@yahoo.com.br;Missa;Sexta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-de-fatima/
PARÓQUIA NOSSA SENHORA DE FÁTIMA;Leste;Rua Frei Gregório, 537 - Bairro Monte Líbano - CEP 79004-580;(67) 3317-4972;paroquiadefatimacgr@yahoo.com.br;Missa;Sábado;16:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-de-fatima/
PAROQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO (SANTUÁRIO ESTADUAL);Centro;Avenida Afonso Pena, 377 - Centro - CEP 79005-001;(67) 3384-2818;santuariosecretaria@hotmail.com;Missa;Domingo;07:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-do-perpetuo-socorro-santuario-estadual/
PAROQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO (SANTUÁRIO ESTADUAL);Centro;Avenida Afonso Pena, 377 - Centro - CEP 79005-001;(67) 3384-2818;santuariosecretaria@hotmail.com;Missa;Domingo;10:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-do-perpetuo-socorro-santuario-estadual/
PAROQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO (SANTUÁRIO ESTADUAL);Centro;Avenida Afonso Pena, 377 - Centro - CEP 79005-001;(67) 3384-2818;santuariosecretaria@hotmail.com;Missa;Domingo;16:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-do-perpetuo-socorro-santuario-estadual/
PAROQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO (SANTUÁRIO ESTADUAL);Centro;Avenida Afonso Pena, 377 - Centro - CEP 79005-001;(67) 3384-2818;santuariosecretaria@hotmail.com;Missa;Domingo;18:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-do-perpetuo-socorro-santuario-estadual/
